orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
11211,94-1415298,San Francisco Ballet,"Arts, Culture, Humanities",San Francisco,CA,2,0,"9,233,269","33,932,489","33,993,057","-7,089,099",26.88,74.1,8.9,0.11,Performing Arts,Sharing the joy of dance with the San Francisco community,56.80,,"45,826,533","310,865",9.1,"81,422,592",29.91,0.67,4,"-11,894,044",20.1,"2,600,207","41,021,588",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11211,5.6,,0.68,3
9115,94-6050168,San Francisco Botanical Garden Society,Environment,San Francisco,CA,3,0,"327,212","4,021,611","2,546,513","2,351,003",13.37,82.0,-15.2,0.17,"Botanical Gardens, Parks, and Nature Centers",Supporting the San Francisco Botanical Garden,49.07,http://www.sfbotanicalgarden.org/,"3,104,826",Not compensated,5.6,"8,470,809",35.70,--,2,"916,785",10.5,"231,101","1,670,608",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9115,7.4,mailto:membership@sfbotanicalgarden.org,2.71,2
4430,94-3041517,San Francisco Food Bank,Human Services,San Francisco,CA,4,0,"308,079","54,152,538","51,494,121","225,844",30.00,97.0,13.1,0.02,"Food Banks, Food Pantries, and Food Distribution",Our mission is to end hunger in San Francisco and Marin. Join us today.,69.70,http://www.sffoodbank.org,"53,085,834","232,730",11.4,"16,766,207",39.70,0.43,4,"1,066,704",0.5,"1,283,634","53,926,694",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4430,2.4,mailto:dhall@sffb.org,0.31,4
4431,01-0679337,The San Francisco Foundation,Public Benefit,San Francisco,CA,4,0,"2,155,299","95,698,801","89,106,138","-6,192,396",29.37,96.1,13.9,0.01,Community Foundations,Community philanthropy serving the Bay Area,68.98,http://www.sff.org,"92,691,803","356,443",9.3,"872,705,960",39.61,0.38,4,"3,006,998",2.3,"1,430,366","101,891,197",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4431,1.5,mailto:info@sff.org,8.45,4
12446,94-2711726,San Francisco Girls Chorus,Education,San Francisco,CA,1,0,"664,524","1,747,943","1,954,201","-206,636",20.00,67.4,-5.4,0.29,Other Education Programs and Services,Creating outstanding performances,46.15,http://www.sfgirlschorus.org,"2,898,225","94,252",10.8,"5,474,471",26.15,3.25,3,"-1,150,282",22.9,"279,500","1,954,579",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12446,9.6,mailto:mcatoline@sfgirlschorus.org,1.80,2
4432,94-1156300,San Francisco Museum of Modern Art,"Arts, Culture, Humanities",San Francisco,CA,3,0,"4,892,616","35,879,023","31,575,175","8,615,166",21.77,78.0,0.0,0.20,Museums,Engaging and inspiring a diverse range of audiences,54.57,http://www.sfmoma.org,"40,479,872","561,029",6.0,"206,507,567",32.80,1.38,3,"-4,600,849",12.0,"4,012,081","27,263,857",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4432,9.9,mailto:membership@sfmoma.org,2.21,3
4433,94-0836240,San Francisco Opera,"Arts, Culture, Humanities",San Francisco,CA,3,0,"11,201,985","72,517,827","51,305,880","1,899,293",16.76,76.3,3.3,0.10,Performing Arts,Perpetuating and enriching the operatic art form,49.39,http://www.sfopera.com,"67,175,866","519,053",4.4,"158,926,829",32.63,0.77,2,"5,341,961",16.6,"4,668,001","70,618,534",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4433,6.9,mailto:webmaster@sfopera.com,0.31,2
5122,23-7131784,San Francisco Parks Trust,Environment,San Francisco,CA,3,0,"277,268","6,226,829","5,830,038","62,930",9.02,88.1,0.2,0.10,"Botanical Gardens, Parks, and Nature Centers",Improving and sustaining our park system,44.59,http://www.sfpt.org/,"6,616,819","120,181",-4.3,"3,942,249",35.56,1.81,1,"-389,990",4.1,"509,513","6,163,899",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5122,7.7,mailto:development@sfpt.org,0.59,2
4434,94-0836580,San Francisco SPCA,Animals,San Francisco,CA,3,0,"2,209,004","8,757,652","12,540,689","-3,065,488",15.30,77.9,-8.8,0.19,"Animal Rights, Welfare, and Services","Dedicated to saving, protecting and caring for cats and dogs",50.60,http://www.sfspca.org,"16,086,589","235,000",5.3,"62,431,722",35.29,1.46,2,"-7,328,937",13.7,"1,336,896","11,823,140",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4434,8.3,mailto:Development@sfspca.org,3.86,3
4435,94-1156284,San Francisco Symphony,"Arts, Culture, Humanities",San Francisco,CA,3,0,"4,823,286","52,089,172","52,711,685","-6,213,680",18.45,82.7,-0.3,0.18,Performing Arts,"Enriching, serving, and shaping cultural life throughout the Bay Area",54.22,http://www.sfsymphony.org,"63,732,771","429,119",4.8,"244,843,352",35.77,0.67,3,"-11,643,599",7.5,"6,197,800","58,302,852",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4435,9.7,mailto:messages@sfsymphony.org,2.04,3
4436,94-1429538,San Francisco Zoo,Animals,San Francisco,CA,2,0,"1,725,040","18,307,518","13,910,787","187,258",7.82,79.8,0.4,0.23,Zoos and Aquariums,Connecting people with wildlife,38.30,http://www.sfzoo.org,"17,422,270","129,908",1.0,"5,400,161",30.48,0.74,1,"885,248",9.9,"1,786,443","18,120,260",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4436,10.2,mailto:supportzoo@sfzoo.org,0.07,1
11165,95-4244947,San Gabriel Valley Habitat for Humanity,Public Benefit,Azusa,CA,4,0,"122,208","1,424,212","660,186","171,948",27.53,77.8,3.8,0.05,Community and Housing Development,Making decent shelter a matter of conscience and action,65.31,http://www.sgvhabitat.org,"848,495","81,875",34.4,"4,448,443",37.78,9.64,4,"575,717",14.4,"66,101","1,252,264",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11165,7.7,mailto:accounting@sgvhabitat.org,5.24,4
7894,77-0196692,San Joaquin River Parkway and Conservation Trust,Environment,Fresno,CA,2,0,"337,113","1,629,949","1,388,520","153,952",14.11,71.6,-5.2,0.16,Environmental Protection and Conservation,Preserving and restoring San Joaquin River lands,43.78,http://www.riverparkway.org/,"1,937,460","120,634",4.1,"7,962,124",29.66,6.22,2,"-307,511",17.3,"211,827","1,475,997",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7894,10.9,mailto:klustig@riverparkway.org,4.07,2
6845,23-7062028,San Jose Museum of Art,"Arts, Culture, Humanities",San Jose,CA,2,0,"681,835","4,074,000","2,770,498","170,356",10.83,69.1,1.0,0.15,Museums,"Fostering an awareness, appreciation, and understanding of twentieth- and twenty-first century art",42.01,http://www.sjmusart.org/,"4,006,223","57,692",-10.2,"7,540,531",31.18,1.44,1,"67,777",17.0,"553,890","3,903,644",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6845,13.8,mailto:info@sjmusart.org,0.05,2
8047,13-3193119,Sanctuary for Families,Human Services,New York,NY,4,0,"1,380,678","12,132,194","9,957,511","1,836,096",14.57,81.6,-3.4,0.08,Social Services,Dedicated exclusively to serving domestic violence victims and their children,52.74,http://www.sanctuaryforfamilies.org/,"12,192,058","177,509",6.8,"7,564,180",38.16,1.45,2,"-59,864",11.3,"853,869","10,296,098",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8047,7.0,mailto:lisa@sffny.org,0.59,3
5569,59-1205087,Sanibel-Captiva Conservation Foundation,Environment,Sanibel,FL,2,0,"658,665","2,827,379","2,149,374","264,679",20.69,74.9,-3.0,0.02,Environmental Protection and Conservation,Come explore our natural world,53.19,http://www.sccf.org,"2,868,089","110,000",10.0,"17,160,069",32.49,3.83,3,"-40,710",22.9,"60,050","2,562,700",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5569,2.0,mailto:sccf@sccf.org,5.41,3
9979,77-6141976,"Sankara Eye Foundation, USA",International,Milpitas,CA,4,0,"274,382","3,841,910","3,768,434","75,071",25.00,87.5,40.2,0.07,Single Country Support Organizations,Help us eradicate curable blindness,63.75,http://www.giftofvision.org,"4,306,678",Not compensated,66.0,"1,343,265",38.75,--,4,"-464,768",6.3,"263,862","3,766,839",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9979,6.1,mailto:info@giftofvision.org,0.31,4
9110,95-1684086,Sansum Diabetes Research Institute,Health,Santa Barbara,CA,3,0,"461,920","2,127,918","2,476,167","-68,309",16.04,78.5,-4.1,0.10,Medical Research,"A research center devoted to the prevention, treatment, and cure of diabetes",51.40,http://www.sansum.org/,"3,150,817","444,964",5.0,"16,604,061",35.35,14.12,2,"-1,022,899",14.6,"212,730","2,196,227",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9110,6.7,mailto:development@sansum.org,3.67,3
5845,95-1644628,Santa Barbara Botanic Garden,Environment,Santa Barbara,CA,3,0,"514,226","3,848,236","3,338,552","2,293,865",30.00,82.6,9.2,0.15,"Botanical Gardens, Parks, and Nature Centers","Dedicated to research, education and conservation, and display of California native plants",65.76,http://www.sbbg.org/,"4,040,496","199,573",11.3,"26,669,300",35.76,4.93,4,"-192,260",12.7,"187,718","1,554,371",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5845,4.6,mailto:info@sbbg.org,5.41,4
5852,95-1866094,Santa Barbara Foundation,Public Benefit,Santa Barbara,CA,3,0,"1,988,034","25,048,034","23,946,392","10,889,175",20.00,89.4,-14.7,0.05,Community Foundations,For good. For ever.,56.44,http://www.sbfoundation.org/,"26,761,456","14,244",30.4,"183,425,222",36.44,0.05,3,"-1,713,422",7.4,"827,030","14,158,859",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5852,3.0,mailto:tgonzales@sbfoundation.org,6.48,3
9109,95-1664122,Santa Barbara Museum of Art,"Arts, Culture, Humanities",Santa Barbara,CA,3,0,"1,427,797","-1,877,282","6,424,967","-5,807,682",14.42,77.6,-19.6,0.15,Museums,Integrating art into the lives of people,49.68,http://sbmuseart.org/,"8,277,463","149,685",3.5,"65,713,352",35.26,1.80,2,"-10,154,745",17.2,"424,699","3,930,400",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9109,5.1,mailto:membership@sbma.net,4.99,2
7462,95-1643378,Santa Barbara Museum of Natural History,"Arts, Culture, Humanities",Santa Barbara,CA,3,0,"824,698","4,888,383","5,146,455","1,380,439",12.02,78.9,-26.2,0.22,Museums,Inspiring a passion for the natural world,44.91,http://www.sbnature.org/,"6,522,652","139,610",2.0,"51,707,588",32.89,2.14,1,"-1,634,269",12.6,"551,499","3,507,944",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7462,8.4,mailto:cgrange@sbnature2.org,6.76,2
7627,77-0496382,Santa Barbara Neighborhood Clinics,Health,Santa Barbara,CA,3,0,"1,183,238","6,780,262","5,951,641","144,791",27.50,81.1,19.9,0.11,Treatment and Prevention Services,"Providing high quality, affordable medical care to all people",60.61,http://www.sbclinics.com/,"7,330,371","114,535",23.9,"5,457,801",33.11,1.56,4,"-550,109",16.1,"195,492","6,635,471",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7627,2.6,mailto:lucille.boss@sbclinics.com,0.71,4
8901,95-6134271,Santa Barbara Rescue Mission,Human Services,Santa Barbara,CA,2,0,"303,853","2,033,563","1,648,195","193,447",21.23,72.1,5.3,0.19,Homeless Services,Rebuilding broken lives,52.18,http://www.sbrm.org,"2,284,985","111,007",2.1,"4,232,417",30.95,4.85,3,"-251,422",13.2,"332,937","1,840,116",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8901,14.5,mailto:mail@sbrm.org,1.59,3
10465,95-2104089,Santa Barbara Symphony Orchestra Association,"Arts, Culture, Humanities",Santa Barbara,CA,2,0,"404,070","2,885,302","1,877,615","52,544",22.50,74.6,17.0,0.11,Performing Arts,Performing great works with passion and excellence,54.96,http://www.thesymphony.org,"2,515,567","112,577",20.7,"586,041",32.46,4.47,4,"369,735",16.0,"233,882","2,832,758",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10465,9.2,mailto:info@thesymphony.org,0.23,3
7474,95-2268554,Santa Barbara Zoo,Animals,Santa Barbara,CA,3,0,"859,112","6,893,350","6,120,026","1,287,942",17.70,81.4,-0.4,0.24,Zoos and Aquariums,"30 acres, 500 animals, 1 great zoo",50.84,http://www.santabarbarazoo.org/,"7,514,891","188,619",4.4,"22,619,865",33.14,2.50,3,"-621,541",11.4,"535,753","5,605,408",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7474,7.1,mailto:zooinfo@sbzoo.org,2.90,3
4359,94-1156617,Santa Clara University,Education,Santa Clara,CA,2,0,"68,536,259","310,681,985","236,434,717","-18,362,777",26.43,76.2,3.3,0.11,"Universities, Graduate Schools, and Technological Institutes",The Jesuit university in Silicon Valley,56.56,http://www.scu.edu,"309,902,091","249,285",9.3,"974,488,885",30.12,0.08,4,"779,894",22.1,"4,931,115","329,044,762",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4359,1.5,mailto:giving@scu.edu,2.40,3
9729,85-6000484,Santa Fe Animal Shelter & Humane Society,Animals,Santa Fe,NM,2,0,"471,174","2,694,247","2,731,176","176,796",22.83,74.3,1.3,0.32,"Animal Rights, Welfare, and Services",Caring for homeless and stray animals,52.36,http://www.sfhumanesociety.org/,"3,673,481","132,594",7.7,"9,367,184",29.53,3.60,4,"-979,234",12.8,"471,131","2,517,451",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9729,12.8,mailto:mgonzalez@sfhumanesociety.org,2.33,3
10241,85-0404277,Santa Fe Art Institute,"Arts, Culture, Humanities",Santa Fe,NM,3,0,"111,124","450,010","601,174","22,358",10.00,76.1,-14.7,0.19,Performing Arts,Exploring the intersections of contemporary art and society,42.62,,"789,618","
                  None reported",-2.3,"2,721,462",32.62,--,1,"-339,608",14.0,"77,320","427,652",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10241,9.7,,2.37,2
9279,85-0224461,Santa Fe Chamber Music Festival,"Arts, Culture, Humanities",Santa Fe,NM,3,0,"123,523","1,700,629","1,336,082","154,149",6.51,81.8,0.2,0.15,Performing Arts,Come. Listen. Be transformed.,39.69,http://www.sfcmf.org/,"1,631,906","142,093",-1.0,"305,685",33.18,8.70,1,"68,723",7.5,"172,301","1,546,480",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9279,10.5,mailto:Kristen@sfcmf.org,0.18,1
4437,85-0325494,Santa Fe Institute,Public Benefit,Santa Fe,NM,2,0,"3,132,693","11,149,665","8,899,762","1,361,427",27.50,70.6,25.6,0.05,Research and Public Policy Institutions,Creating a new kind of scientific research community,59.56,http://www.santafe.edu,"12,604,292","326,542",24.7,"15,816,544",32.06,2.59,4,"-1,454,627",24.8,"571,837","9,788,238",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4437,4.5,mailto:email@santafe.edu,0.64,3
5743,85-0131810,The Santa Fe Opera,"Arts, Culture, Humanities",Santa Fe,NM,2,0,"3,964,898","18,494,453","12,140,378","1,849,417",16.98,69.6,0.7,0.15,Performing Arts,Fostering and enriching an understanding and appreciation of the operatic art,46.44,,"17,439,285","74,004",2.2,"76,478,673",29.46,0.42,2,"1,055,168",22.7,"1,334,009","16,645,036",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5743,7.6,,2.31,2
7939,23-7089047,Sarasota Opera,"Arts, Culture, Humanities",Sarasota,FL,2,0,"2,195,972","7,231,902","6,635,217","-232,238",20.00,70.6,-12.5,0.13,Performing Arts,"Entertaining, enriching, and educating our communities",49.56,http://www.sarasotaopera.org,"9,391,285","230,500",14.4,"22,864,203",29.56,2.45,3,"-2,159,383",23.3,"560,096","7,464,140",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7939,5.9,mailto:info@sarasotaopera.org,2.06,2
6313,59-2603081,Sarasota Orchestra,"Arts, Culture, Humanities",Sarasota,FL,3,0,"1,070,608","6,366,535","5,802,753","274,963",24.25,77.5,3.0,0.19,Performing Arts,Come as you are. Leave different.,59.42,http://www.sarasotaorchestra.org/,"7,486,385","176,399",10.7,"8,458,191",35.17,2.35,4,"-1,119,850",14.3,"613,024","6,091,572",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6313,8.1,mailto:taldrink@sarasotaorchestra.org,0.88,3
5912,23-2964829,SAT-7,Religion,Easton,MD,4,"33,206","902,301","8,510,446","6,778,121","12,965",25.00,80.0,10.0,0.09,Religious Media and Broadcasting,Christian satellite television by and for the people of the Middle East and North Africa,63.00,http://www.sat7usa.org/,"8,463,359","50,039",11.0,"824,248",38.00,0.59,4,"47,087",10.6,"782,937","8,497,481",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5912,9.2,mailto:usa@sat7.org,0.09,4
6281,58-0566231,Savannah Jewish Federation,Public Benefit,Savannah,GA,2,0,"369,701","1,670,820","1,228,058","76,639",14.07,76.6,-1.5,0.00,Fundraising Organizations,"Enhancing the quality of Jewish life in Savannah, Georgia",44.24,http://www.savj.org/index.aspx,"1,602,508","65,000",-2.7,"3,609,712",30.16,4.05,2,"68,312",23.0,"4,749","1,594,181",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6281,0.2,mailto:jea_federationhotline@savj.org,1.55,2
12801,30-0335420,Save Darfur Coalition,International,Washington,DC,1,0,"740,223","5,030,033","3,549,860","151,832",5.00,65.2,-31.9,0.23,"International Peace, Security, and Affairs","Inspiring action, raising awareness and speaking truth",29.02,,"5,441,228","185,455",-23.6,"2,444,559",24.02,3.40,1,"-411,195",13.6,"1,151,145","4,878,201",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12801,21.1,,0.44,1
7400,91-1673170,Save Our Wild Salmon,Animals,Seattle,WA,3,0,"165,093","1,061,044","819,678","5,095",7.50,79.4,-17.1,0.04,Wildlife Conservation,"Restoring wild salmon, creating family-wage jobs, and developing clean energy",42.94,http://www.wildsalmon.org/,"1,031,993","50,001",-3.7,"533,896",35.44,4.84,1,"29,051",15.9,"47,222","1,055,949",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7400,4.5,mailto:dan@wildsalmon.org,0.51,2
6449,94-6078420,"Save The Bay, California",Environment,Oakland,CA,2,0,"293,073","2,597,574","1,961,142","24,202",27.50,72.7,11.4,0.17,Environmental Protection and Conservation,"Protecting, restoring and celebrating San Francisco Bay",57.27,http://www.savesfbay.org/,"2,694,528","127,028",16.2,"2,269,609",29.77,4.71,4,"-96,954",10.8,"440,313","2,573,372",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6449,16.3,mailto:savebay@saveSFbay.org,0.84,3
4892,05-0343046,"Save The Bay, Rhode Island",Environment,Providence,RI,2,0,"466,353","2,866,997","2,449,088","53,246",14.20,74.9,-0.1,0.13,Environmental Protection and Conservation,"Working to protect, restore and explore Narragansett Bay and its watershed",46.58,http://www.savebay.org,"3,269,654",Not compensated,0.6,"7,488,607",32.38,--,2,"-402,657",14.2,"354,213","2,813,751",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4892,10.8,mailto:savebay@savebay.org,2.15,2
4438,06-0726487,Save the Children,International,Westport,CT,4,0,"21,441,053","445,564,956","417,346,880","2,509,705",25.00,89.7,8.0,0.06,Development and Relief Services,Creating lasting change for children in need in the United States and around the world,63.97,http://www.savethechildren.org,"465,047,995","365,130",10.5,"152,554,752",38.97,0.07,4,"-19,483,039",4.6,"26,260,062","443,055,251",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4438,5.6,mailto:plannedgifts@savechildren.org,0.29,4
11858,86-0665712,Save the Family Foundation of Arizona,Human Services,Mesa,AZ,4,0,"341,978","3,191,198","2,518,459","90,719",19.58,85.1,7.5,0.03,Homeless Services,Homelessness Ends Here.,58.10,http://www.savethefamily.org,"2,957,737","122,023",2.0,"2,641,437",38.51,4.12,3,"233,461",11.5,"97,300","3,100,479",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11858,3.2,mailto:info@savethefamily.org,0.89,3
